Fuzzy matches for Candidate region 0xfffffff007f2e8cc-0xfffffff007f2f0cc
Candidate insns: 512 n=6 grams: 507

Top matches (pos index -> addr, count)
pos 243675 addr 0xfffffff007db2f9c count 39
pos 243678 addr 0xfffffff007db2fa8 count 39
pos 243681 addr 0xfffffff007db2fb4 count 39
pos 243674 addr 0xfffffff007db2f98 count 36
pos 243677 addr 0xfffffff007db2fa4 count 36
pos 243680 addr 0xfffffff007db2fb0 count 36
pos 245341 addr 0xfffffff007db49a4 count 36
pos 243673 addr 0xfffffff007db2f94 count 34
pos 243676 addr 0xfffffff007db2fa0 count 34
pos 243679 addr 0xfffffff007db2fac count 34
pos 164920 addr 0xfffffff007d4c3d0 count 6
pos 174370 addr 0xfffffff007d60228 count 6
pos 174371 addr 0xfffffff007d6022c count 6
pos 174372 addr 0xfffffff007d60230 count 6
pos 174478 addr 0xfffffff007d603d8 count 6
pos 174781 addr 0xfffffff007d60894 count 6
pos 175121 addr 0xfffffff007d60de4 count 6
pos 175201 addr 0xfffffff007d60f24 count 6
pos 175202 addr 0xfffffff007d60f28 count 6
pos 175203 addr 0xfffffff007d60f2c count 6
pos 178240 addr 0xfffffff007d63ea0 count 6
pos 180342 addr 0xfffffff007d65f78 count 6
pos 180622 addr 0xfffffff007d663d8 count 6
pos 182743 addr 0xfffffff007d684fc count 6
pos 185593 addr 0xfffffff007d70aec count 6
pos 185594 addr 0xfffffff007d70af0 count 6
pos 185595 addr 0xfffffff007d70af4 count 6
pos 187644 addr 0xfffffff007d72af8 count 6
pos 188124 addr 0xfffffff007d73278 count 6
pos 188261 addr 0xfffffff007d7349c count 6
pos 192113 addr 0xfffffff007d7a9f0 count 6
pos 192158 addr 0xfffffff007d7aaa4 count 6
pos 192175 addr 0xfffffff007d7aae8 count 6
pos 193204 addr 0xfffffff007d7bafc count 6
pos 194745 addr 0xfffffff007d7d310 count 6
pos 195001 addr 0xfffffff007d7d710 count 6
pos 195656 addr 0xfffffff007d7e14c count 6
pos 195684 addr 0xfffffff007d7e1bc count 6
pos 195991 addr 0xfffffff007d7e688 count 6
pos 196037 addr 0xfffffff007d7e740 count 6
pos 196058 addr 0xfffffff007d7e794 count 6
pos 196906 addr 0xfffffff007d7f4d4 count 6
pos 196907 addr 0xfffffff007d7f4d8 count 6
pos 197099 addr 0xfffffff007d7f7d8 count 6
pos 197128 addr 0xfffffff007d7f84c count 6
pos 197163 addr 0xfffffff007d7f8d8 count 6
pos 197502 addr 0xfffffff007d7fe24 count 6
pos 197513 addr 0xfffffff007d7fe50 count 6
pos 197514 addr 0xfffffff007d7fe54 count 6
pos 197530 addr 0xfffffff007d7fe94 count 6

original start 0xfffffff007f2e8cc
